experiment_dna_short_read_id	read_length	target_insert_size	sequencing_platform	targeted_region_bed_file	targeted_regions_method	seq_library_prep_kit_method	date_data_generation	analyte_id	experiment_sample_id	sequencing_event_details	experiment_type
PMGRC-296-296-0_LS3762984_SQ6104	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-07-29	LS3762984	PMGRC-296-296-0_LS3762984_SQ6104	NA	genome
PMGRC-170-170-0_LS3762985_SQ6105	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-07-29	LS3762985	PMGRC-170-170-0_LS3762985_SQ6105	NA	genome
PMGRC-344-345-3_LS3762986_SQ6106	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-07-29	LS3762986	PMGRC-344-345-3_LS3762986_SQ6106	NA	genome
PMGRC-342-345-1_LS3762987_SQ6079	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS3762987	PMGRC-342-345-1_LS3762987_SQ6079	NA	genome
PMGRC-368-366-1_LS3762988_SQ6080	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS3762988	PMGRC-368-366-1_LS3762988_SQ6080	NA	genome
PMGRC-367-366-2_LS3762989_SQ6081	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS3762989	PMGRC-367-366-2_LS3762989_SQ6081	NA	genome
PMGRC-366-366-0_LS3762990_SQ6082	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS3762990	PMGRC-366-366-0_LS3762990_SQ6082	NA	genome
PMGRC-238-217-2_LS4073335_SQ6109	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073335	PMGRC-238-217-2_LS4073335_SQ6109	NA	genome
PMGRC-217-217-0_LS4073336_SQ6110	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073336	PMGRC-217-217-0_LS4073336_SQ6110	NA	genome
PMGRC-237-217-1_LS4073337_SQ6111	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073337	PMGRC-237-217-1_LS4073337_SQ6111	NA	genome
PMGRC-356-355-2_LS4073338_SQ6112	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073338	PMGRC-356-355-2_LS4073338_SQ6112	NA	genome
PMGRC-354-355-1_LS4073339_SQ6113	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073339	PMGRC-354-355-1_LS4073339_SQ6113	NA	genome
PMGRC-292-291-2_LS4073340_SQ6114	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073340	PMGRC-292-291-2_LS4073340_SQ6114	NA	genome
PMGRC-162-161-2_LS4073341_SQ6115	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073341	PMGRC-162-161-2_LS4073341_SQ6115	NA	genome
PMGRC-291-291-0_LS4073342_SQ6116	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073342	PMGRC-291-291-0_LS4073342_SQ6116	NA	genome
PMGRC-161-161-0_LS4073343_SQ6117	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073343	PMGRC-161-161-0_LS4073343_SQ6117	NA	genome
PMGRC-163-161-1_LS4073344_SQ6118	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073344	PMGRC-163-161-1_LS4073344_SQ6118	NA	genome
PMGRC-376-375-2_LS4073345_SQ6119	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073345	PMGRC-376-375-2_LS4073345_SQ6119	NA	genome
PMGRC-293-291-1_LS4073346_SQ6120	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073346	PMGRC-293-291-1_LS4073346_SQ6120	NA	genome
PMGRC-355-355-0_LS4073347_SQ6121	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073347	PMGRC-355-355-0_LS4073347_SQ6121	NA	genome
PMGRC-377-375-1_LS4073348_SQ6122	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073348	PMGRC-377-375-1_LS4073348_SQ6122	NA	genome
PMGRC-171-170-1_LS4073349_SQ6123	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073349	PMGRC-171-170-1_LS4073349_SQ6123	NA	genome
PMGRC-172-170-2_LS4073350_SQ6124	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073350	PMGRC-172-170-2_LS4073350_SQ6124	NA	genome
PMGRC-347-346-3_LS4073351_SQ6125	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073351	PMGRC-347-346-3_LS4073351_SQ6125	NA	genome
PMGRC-381-381-0_LS4073352_SQ6126	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073352	PMGRC-381-381-0_LS4073352_SQ6126	NA	genome
PMGRC-372-372-0_LS4073353_SQ6127	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073353	PMGRC-372-372-0_LS4073353_SQ6127	NA	genome
PMGRC-402-401-2_LS4073354_SQ6128	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073354	PMGRC-402-401-2_LS4073354_SQ6128	NA	genome
PMGRC-380-381-1_LS4073355_SQ6129	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073355	PMGRC-380-381-1_LS4073355_SQ6129	NA	genome
PMGRC-406-401-1_LS4073356_SQ6130	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073356	PMGRC-406-401-1_LS4073356_SQ6130	NA	genome
PMGRC-449-445-2_LS4073365_SQ6061	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073365	PMGRC-449-445-2_LS4073365_SQ6061	NA	genome
PMGRC-426-426-0_LS4073366_SQ6062	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073366	PMGRC-426-426-0_LS4073366_SQ6062	NA	genome
PMGRC-420-418-1_LS4073367_SQ6109	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073367	PMGRC-420-418-1_LS4073367_SQ6109	NA	genome
PMGRC-412-411-2_LS4073368_SQ6110	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073368	PMGRC-412-411-2_LS4073368_SQ6110	NA	genome
PMGRC-447-446-2_LS4073369_SQ6111	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073369	PMGRC-447-446-2_LS4073369_SQ6111	NA	genome
PMGRC-441-440-2_LS4073370_SQ6112	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073370	PMGRC-441-440-2_LS4073370_SQ6112	NA	genome
PMGRC-452-451-2_LS4073371_SQ6113	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073371	PMGRC-452-451-2_LS4073371_SQ6113	NA	genome
PMGRC-435-434-2_LS4073372_SQ6114	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073372	PMGRC-435-434-2_LS4073372_SQ6114	NA	genome
PMGRC-436-434-1_LS4073373_SQ6115	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073373	PMGRC-436-434-1_LS4073373_SQ6115	NA	genome
PMGRC-414-417-2_LS4073374_SQ6116	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073374	PMGRC-414-417-2_LS4073374_SQ6116	NA	genome
PMGRC-450-445-1_LS4073375_SQ6117	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073375	PMGRC-450-445-1_LS4073375_SQ6117	NA	genome
PMGRC-411-411-0_LS4073376_SQ6118	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073376	PMGRC-411-411-0_LS4073376_SQ6118	NA	genome
PMGRC-445-445-0_LS4073377_SQ6119	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073377	PMGRC-445-445-0_LS4073377_SQ6119	NA	genome
PMGRC-443-443-0_LS4073378_SQ6120	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073378	PMGRC-443-443-0_LS4073378_SQ6120	NA	genome
PMGRC-437-437-0_LS4073379_SQ6121	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073379	PMGRC-437-437-0_LS4073379_SQ6121	NA	genome
PMGRC-439-437-2_LS4073380_SQ6122	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073380	PMGRC-439-437-2_LS4073380_SQ6122	NA	genome
PMGRC-453-451-1_LS4073381_SQ6123	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073381	PMGRC-453-451-1_LS4073381_SQ6123	NA	genome
PMGRC-440-440-0_LS4073382_SQ6124	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073382	PMGRC-440-440-0_LS4073382_SQ6124	NA	genome
PMGRC-419-418-2_LS4073383_SQ6125	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073383	PMGRC-419-418-2_LS4073383_SQ6125	NA	genome
PMGRC-431-431-0_LS4073384_SQ6126	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073384	PMGRC-431-431-0_LS4073384_SQ6126	NA	genome
PMGRC-424-423-2_LS4073385_SQ6063	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073385	PMGRC-424-423-2_LS4073385_SQ6063	NA	genome
PMGRC-432-431-1_LS4073386_SQ6127	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073386	PMGRC-432-431-1_LS4073386_SQ6127	NA	genome
PMGRC-417-417-0_LS4073387_SQ6128	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073387	PMGRC-417-417-0_LS4073387_SQ6128	NA	genome
PMGRC-448-446-1_LS4073389_SQ6129	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073389	PMGRC-448-446-1_LS4073389_SQ6129	NA	genome
PMGRC-427-426-2_LS4073390_SQ6130	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-14	LS4073390	PMGRC-427-426-2_LS4073390_SQ6130	NA	genome
PMGRC-428-426-1_LS4073391_SQ6064	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073391	PMGRC-428-426-1_LS4073391_SQ6064	NA	genome
PMGRC-430-429-2_LS4073392_SQ6065	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073392	PMGRC-430-429-2_LS4073392_SQ6065	NA	genome
PMGRC-451-451-0_LS4073393_SQ6066	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073393	PMGRC-451-451-0_LS4073393_SQ6066	NA	genome
PMGRC-434-434-0_LS4073394_SQ6067	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073394	PMGRC-434-434-0_LS4073394_SQ6067	NA	genome
PMGRC-423-423-0_LS4073395_SQ6068	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073395	PMGRC-423-423-0_LS4073395_SQ6068	NA	genome
PMGRC-415-417-1_LS4073396_SQ6069	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073396	PMGRC-415-417-1_LS4073396_SQ6069	NA	genome
PMGRC-433-431-2_LS4073397_SQ6070	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073397	PMGRC-433-431-2_LS4073397_SQ6070	NA	genome
PMGRC-425-423-1_LS4073398_SQ6071	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073398	PMGRC-425-423-1_LS4073398_SQ6071	NA	genome
PMGRC-429-429-0_LS4073399_SQ6072	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073399	PMGRC-429-429-0_LS4073399_SQ6072	NA	genome
PMGRC-444-443-2_LS4073400_SQ6073	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073400	PMGRC-444-443-2_LS4073400_SQ6073	NA	genome
PMGRC-442-440-1_LS4073401_SQ6074	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073401	PMGRC-442-440-1_LS4073401_SQ6074	NA	genome
PMGRC-438-437-1_LS4073402_SQ6075	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-09-22	LS4073402	PMGRC-438-437-1_LS4073402_SQ6075	NA	genome
PMGRC-465-466-2_LS4073407_SQ6061	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073407	PMGRC-465-466-2_LS4073407_SQ6061	NA	genome
PMGRC-390-388-1_LS4073408_SQ6062	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073408	PMGRC-390-388-1_LS4073408_SQ6062	NA	genome
PMGRC-389-388-2_LS4073409_SQ6063	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073409	PMGRC-389-388-2_LS4073409_SQ6063	NA	genome
PMGRC-388-388-0_LS4073410_SQ6064	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073410	PMGRC-388-388-0_LS4073410_SQ6064	NA	genome
PMGRC-321-323-2_LS4073411_SQ6065	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073411	PMGRC-321-323-2_LS4073411_SQ6065	NA	genome
PMGRC-322-323-1_LS4073412_SQ6066	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073412	PMGRC-322-323-1_LS4073412_SQ6066	NA	genome
PMGRC-323-323-0_LS4073413_SQ6067	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073413	PMGRC-323-323-0_LS4073413_SQ6067	NA	genome
PMGRC-393-392-2_LS4073414_SQ6068	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073414	PMGRC-393-392-2_LS4073414_SQ6068	NA	genome
PMGRC-392-392-0_LS4073415_SQ6069	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073415	PMGRC-392-392-0_LS4073415_SQ6069	NA	genome
PMGRC-176-176-0_LS4073416_SQ6070	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073416	PMGRC-176-176-0_LS4073416_SQ6070	NA	genome
PMGRC-177-176-2_LS4073417_SQ6071	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073417	PMGRC-177-176-2_LS4073417_SQ6071	NA	genome
PMGRC-352-351-1_LS4073418_SQ6072	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073418	PMGRC-352-351-1_LS4073418_SQ6072	NA	genome
PMGRC-353-351-2_LS4073419_SQ6073	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073419	PMGRC-353-351-2_LS4073419_SQ6073	NA	genome
PMGRC-351-351-0_LS4073420_SQ6074	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073420	PMGRC-351-351-0_LS4073420_SQ6074	NA	genome
PMGRC-233-233-0_LS4073421_SQ6075	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073421	PMGRC-233-233-0_LS4073421_SQ6075	NA	genome
PMGRC-478-478-0_LS4073422_SQ6076	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073422	PMGRC-478-478-0_LS4073422_SQ6076	NA	genome
PMGRC-479-478-2_LS4073423_SQ6077	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073423	PMGRC-479-478-2_LS4073423_SQ6077	NA	genome
PMGRC-383-382-2_LS4073424_SQ6078	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073424	PMGRC-383-382-2_LS4073424_SQ6078	NA	genome
PMGRC-382-382-0_LS4073425_SQ6079	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073425	PMGRC-382-382-0_LS4073425_SQ6079	NA	genome
PMGRC-394-392-1_LS4073426_SQ6080	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073426	PMGRC-394-392-1_LS4073426_SQ6080	NA	genome
PMGRC-384-382-1_LS4073427_SQ6081	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073427	PMGRC-384-382-1_LS4073427_SQ6081	NA	genome
PMGRC-124-124-0_LS4073428_SQ6082	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-12-13	LS4073428	PMGRC-124-124-0_LS4073428_SQ6082	NA	genome
PMGRC-231-79-2_LS3516211_SQ6049	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2022-04-20	LS3516211	PMGRC-231-79-2_LS3516211_SQ6049	NA	genome
PMGRC-576-576-0_LS4429508_SQ6123	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4429508	PMGRC-576-576-0_LS4429508_SQ6123	NA	genome
PMGRC-512-512-0_LS4698934_SQ6085	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698934	PMGRC-512-512-0_LS4698934_SQ6085	NA	genome
PMGRC-140-104-1_LS4698935_SQ6086	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698935	PMGRC-140-104-1_LS4698935_SQ6086	NA	genome
PMGRC-550-550-0_LS4698936_SQ6087	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698936	PMGRC-550-550-0_LS4698936_SQ6087	NA	genome
PMGRC-551-550-2_LS4698937_SQ6088	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698937	PMGRC-551-550-2_LS4698937_SQ6088	NA	genome
PMGRC-482-482-0_LS4698939_SQ6090	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698939	PMGRC-482-482-0_LS4698939_SQ6090	NA	genome
PMGRC-549-549-0_LS4698940_SQ6091	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698940	PMGRC-549-549-0_LS4698940_SQ6091	NA	genome
PMGRC-153-152-2_LS4698941_SQ6092	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698941	PMGRC-153-152-2_LS4698941_SQ6092	NA	genome
PMGRC-155-152-3_LS4698942_SQ6093	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698942	PMGRC-155-152-3_LS4698942_SQ6093	NA	genome
PMGRC-154-152-1_LS4698943_SQ6094	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698943	PMGRC-154-152-1_LS4698943_SQ6094	NA	genome
PMGRC-152-152-0_LS4698944_SQ6095	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698944	PMGRC-152-152-0_LS4698944_SQ6095	NA	genome
PMGRC-156-152-3_LS4698945_SQ6096	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698945	PMGRC-156-152-3_LS4698945_SQ6096	NA	genome
PMGRC-359-357-1_LS4698946_SQ6109	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698946	PMGRC-359-357-1_LS4698946_SQ6109	NA	genome
PMGRC-358-357-2_LS4698947_SQ6110	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698947	PMGRC-358-357-2_LS4698947_SQ6110	NA	genome
PMGRC-357-357-0_LS4698948_SQ6111	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698948	PMGRC-357-357-0_LS4698948_SQ6111	NA	genome
PMGRC-399-391-1_LS4698949_SQ6112	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698949	PMGRC-399-391-1_LS4698949_SQ6112	NA	genome
PMGRC-554-553-2_LS4698951_SQ6114	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698951	PMGRC-554-553-2_LS4698951_SQ6114	NA	genome
PMGRC-555-553-3_LS4698952_SQ6115	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698952	PMGRC-555-553-3_LS4698952_SQ6115	NA	genome
PMGRC-674-674-0_LS4698953_SQ6116	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698953	PMGRC-674-674-0_LS4698953_SQ6116	NA	genome
PMGRC-151-151-0_LS4698954_SQ6061	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698954	PMGRC-151-151-0_LS4698954_SQ6061	NA	genome
PMGRC-325-324-2_LS4698955_SQ6098	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698955	PMGRC-325-324-2_LS4698955_SQ6098	NA	genome
PMGRC-324-324-0_LS4698956_SQ6099	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698956	PMGRC-324-324-0_LS4698956_SQ6099	NA	genome
PMGRC-472-472-0_LS4698957_SQ6100	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698957	PMGRC-472-472-0_LS4698957_SQ6100	NA	genome
PMGRC-473-472-2_LS4698958_SQ6101	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698958	PMGRC-473-472-2_LS4698958_SQ6101	NA	genome
PMGRC-498-497-1_LS4698959_SQ6102	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698959	PMGRC-498-497-1_LS4698959_SQ6102	NA	genome
PMGRC-497-497-0_LS4698960_SQ6103	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698960	PMGRC-497-497-0_LS4698960_SQ6103	NA	genome
PMGRC-499-497-2_LS4698961_SQ6104	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-10	LS4698961	PMGRC-499-497-2_LS4698961_SQ6104	NA	genome
PMGRC-623-622-2_LS4698962_SQ6062	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698962	PMGRC-623-622-2_LS4698962_SQ6062	NA	genome
PMGRC-661-661-0_LS4698963_SQ6063	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698963	PMGRC-661-661-0_LS4698963_SQ6063	NA	genome
