aligned_rna_short_read_id	aligned_rna_short_read_index_file	alignment_log_file	mean_coverage	reference_assembly	gene_annotation_details	reference_assembly_details	percent_multimapped	alignment_software	experiment_rna_short_read_id	gene_annotation	md5sum	percent_uniquely_aligned	quality_issues	reference_assembly_uri	aligned_rna_short_read_file	percent_unaligned	alignment_postprocessing
PMGRC-286-284-2_LS4339126_SQ6043_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-286-284-2_LS4339126_SQ6043_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6043	GENCODEv41	6670c1072088a2997749fa25c8d03ecb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-286-284-2_LS4339126_SQ6043_RNA.cram	NA	NA
PMGRC-284-284-0_LS4339127_SQ6044_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-284-284-0_LS4339127_SQ6044_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6044	GENCODEv41	69937124b767d9877657a71cbb2a91d2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-284-284-0_LS4339127_SQ6044_RNA.cram	NA	NA
PMGRC-121-122-2_LS4339128_SQ6045_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-121-122-2_LS4339128_SQ6045_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6045	GENCODEv41	ce7c24d56cf0cd034029aeeeae506e5d	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-121-122-2_LS4339128_SQ6045_RNA.cram	NA	NA
PMGRC-249-248-2_LS4339129_SQ6046_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-249-248-2_LS4339129_SQ6046_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6046	GENCODEv41	dfb7c0222fd43cdf352b36d8fec19b11	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-249-248-2_LS4339129_SQ6046_RNA.cram	NA	NA
PMGRC-248-248-0_LS4339130_SQ6047_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-248-248-0_LS4339130_SQ6047_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6047	GENCODEv41	a82a9201ca01589fafb0e3880b2fc856	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-248-248-0_LS4339130_SQ6047_RNA.cram	NA	NA
PMGRC-290-289-1_LS4339131_SQ6048_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-290-289-1_LS4339131_SQ6048_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6048	GENCODEv41	fc3bacba8fc9d471fb34c473d271332a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-290-289-1_LS4339131_SQ6048_RNA.cram	NA	NA
PMGRC-289-289-0_LS4339132_SQ6049_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-289-289-0_LS4339132_SQ6049_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6049	GENCODEv41	b23a421fcfc537f16eac99c19ea970cc	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-289-289-0_LS4339132_SQ6049_RNA.cram	NA	NA
PMGRC-279-279-0_LS4339133_SQ6050_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-279-279-0_LS4339133_SQ6050_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6050	GENCODEv41	bcae1163869b9b72b62103e9b84873e2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-279-279-0_LS4339133_SQ6050_RNA.cram	NA	NA
PMGRC-283-279-1_LS4339134_SQ6051_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-283-279-1_LS4339134_SQ6051_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6051	GENCODEv41	0cfa11ec9610944a015fe11128fba1a4	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-283-279-1_LS4339134_SQ6051_RNA.cram	NA	NA
PMGRC-282-279-2_LS4339135_SQ6052_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-282-279-2_LS4339135_SQ6052_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6052	GENCODEv41	d4f09d6afe04bfed4f51f5fcc0106a55	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-282-279-2_LS4339135_SQ6052_RNA.cram	NA	NA
PMGRC-300-299-2_LS4339136_SQ9304_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-300-299-2_LS4339136_SQ9304_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9304	GENCODEv41	ce175e6da4e9d432d110bb45665ba858	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-300-299-2_LS4339136_SQ9304_RNA.cram	NA	NA
PMGRC-299-299-0_LS4339137_SQ9305_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-299-299-0_LS4339137_SQ9305_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9305	GENCODEv41	36a7376112b487ee4df399f7999e099e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-299-299-0_LS4339137_SQ9305_RNA.cram	NA	NA
PMGRC-37-39-2_LS4339138_SQ9306_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-37-39-2_LS4339138_SQ9306_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9306	GENCODEv41	e49791473a45e31419c1f7f7c95ad29c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-37-39-2_LS4339138_SQ9306_RNA.cram	NA	NA
PMGRC-39-39-0_LS4339139_SQ9307_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-39-39-0_LS4339139_SQ9307_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9307	GENCODEv41	0a6c8ed6c3cd3156fa27847925d36390	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-39-39-0_LS4339139_SQ9307_RNA.cram	NA	NA
PMGRC-38-39-1_LS4339140_SQ9308_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-38-39-1_LS4339140_SQ9308_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9308	GENCODEv41	6633ab48fdc18da93543c5c4de90e044	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-38-39-1_LS4339140_SQ9308_RNA.cram	NA	NA
PMGRC-55-53-1_LS4339141_SQ9309_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-55-53-1_LS4339141_SQ9309_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9309	GENCODEv41	0d745635dfaacb294c175e07fb99928f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-55-53-1_LS4339141_SQ9309_RNA.cram	NA	NA
PMGRC-57-53-2_LS4339142_SQ9310_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-57-53-2_LS4339142_SQ9310_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9310	GENCODEv41	e320d308acb4ed60e589b2bc7d8520be	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-57-53-2_LS4339142_SQ9310_RNA.cram	NA	NA
PMGRC-53-53-0_LS4339143_SQ9311_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-53-53-0_LS4339143_SQ9311_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9311	GENCODEv41	bc609a8ee31091cf701af84a4a11865a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-53-53-0_LS4339143_SQ9311_RNA.cram	NA	NA
PMGRC-89-88-2_LS4092800_SQ11673_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-89-88-2_LS4092800_SQ11673_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11673	GENCODEv41	824e587e593ad397a3a9060f43788352	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-89-88-2_LS4092800_SQ11673_RNA.cram	NA	NA
PMGRC-90-88-1_LS4092801_SQ11674_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-90-88-1_LS4092801_SQ11674_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11674	GENCODEv41	a1d208b49f24a8fb868358c9872fc180	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-90-88-1_LS4092801_SQ11674_RNA.cram	NA	NA
PMGRC-352-351-1_LS4716281_SQ11940_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-352-351-1_LS4716281_SQ11940_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11940	GENCODEv41	d8ed0047a48329d524361ea52ea03a3c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-352-351-1_LS4716281_SQ11940_RNA.cram	NA	NA
PMGRC-518-517-2_LS4716282_SQ11941_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-518-517-2_LS4716282_SQ11941_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11941	GENCODEv41	a7121b77683c53afd2fcb7c4db7a4f1e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-518-517-2_LS4716282_SQ11941_RNA.cram	NA	NA
PMGRC-519-517-1_LS4716283_SQ11942_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-519-517-1_LS4716283_SQ11942_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11942	GENCODEv41	d7bb179c7ecd258d89f5eb56586fa18b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-519-517-1_LS4716283_SQ11942_RNA.cram	NA	NA
PMGRC-497-497-0_LS4716284_SQ11943_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-497-497-0_LS4716284_SQ11943_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11943	GENCODEv41	b07daa93853727e69ef5a22e9af2dcce	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-497-497-0_LS4716284_SQ11943_RNA.cram	NA	NA
PMGRC-351-351-0_LS4716285_SQ11944_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-351-351-0_LS4716285_SQ11944_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11944	GENCODEv41	6506c6435b8e993f8c111538e72c89a3	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-351-351-0_LS4716285_SQ11944_RNA.cram	NA	NA
PMGRC-110-108-1_LS4716286_SQ11945_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-110-108-1_LS4716286_SQ11945_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11945	GENCODEv41	b10452d87a6d7bfa6a6aa0f166f8386a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-110-108-1_LS4716286_SQ11945_RNA.cram	NA	NA
PMGRC-509-509-0_LS4716287_SQ11946_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-509-509-0_LS4716287_SQ11946_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11946	GENCODEv41	5691deae2dc74ea5f3f12a29b8a0994f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-509-509-0_LS4716287_SQ11946_RNA.cram	NA	NA
PMGRC-179-178-2_LS4716288_SQ11947_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-179-178-2_LS4716288_SQ11947_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11947	GENCODEv41	81d4b8359f3df485379c4b30cd0df37a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-179-178-2_LS4716288_SQ11947_RNA.cram	NA	NA
PMGRC-499-497-2_LS4716289_SQ11948_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-499-497-2_LS4716289_SQ11948_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11948	GENCODEv41	7c8be97f4634031059f04616aef7c530	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-499-497-2_LS4716289_SQ11948_RNA.cram	NA	NA
PMGRC-498-497-1_LS4716290_SQ11949_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-498-497-1_LS4716290_SQ11949_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11949	GENCODEv41	02af6916ece3958d36d0ec049a3d3cd6	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-498-497-1_LS4716290_SQ11949_RNA.cram	NA	NA
PMGRC-647-181-3_LS4716291_SQ11950_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-647-181-3_LS4716291_SQ11950_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11950	GENCODEv41	c70958a526b85b152dcafcb8f90cabae	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-647-181-3_LS4716291_SQ11950_RNA.cram	NA	NA
PMGRC-511-509-1_LS4716292_SQ11951_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-511-509-1_LS4716292_SQ11951_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11951	GENCODEv41	5b66a8de10cea0640e0f6ce47a9b97e5	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-511-509-1_LS4716292_SQ11951_RNA.cram	NA	NA
PMGRC-367-366-2_LS4716293_SQ11952_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-367-366-2_LS4716293_SQ11952_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11952	GENCODEv41	9ddc75669edef5ca15c33db3f4b35caf	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-367-366-2_LS4716293_SQ11952_RNA.cram	NA	NA
PMGRC-487-485-1_LS4716294_SQ11953_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-487-485-1_LS4716294_SQ11953_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11953	GENCODEv41	0956093d3714de90829a692d817c90a1	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-487-485-1_LS4716294_SQ11953_RNA.cram	NA	NA
PMGRC-196-195-3_LS4716295_SQ11954_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-196-195-3_LS4716295_SQ11954_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11954	GENCODEv41	5a06eeff22a9d83b05ffb0bd0787b42f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-196-195-3_LS4716295_SQ11954_RNA.cram	NA	NA
PMGRC-567-568-1_LS4716296_SQ11955_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-567-568-1_LS4716296_SQ11955_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11955	GENCODEv41	f0841a33078587c64e74b376fa077478	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-567-568-1_LS4716296_SQ11955_RNA.cram	NA	NA
PMGRC-195-195-0_LS4716297_SQ11956_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-195-195-0_LS4716297_SQ11956_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11956	GENCODEv41	3c56d26419815fae2cb0091cb0accb64	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-195-195-0_LS4716297_SQ11956_RNA.cram	NA	NA
PMGRC-109-108-2_LS4716298_SQ11957_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-109-108-2_LS4716298_SQ11957_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11957	GENCODEv41	27ae4a9eb2cfa741037c51a9390ad78a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-109-108-2_LS4716298_SQ11957_RNA.cram	NA	NA
PMGRC-108-108-0_LS4716299_SQ11958_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-108-108-0_LS4716299_SQ11958_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11958	GENCODEv41	f87f22cf97b2d2be63087a87f022f07b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-108-108-0_LS4716299_SQ11958_RNA.cram	NA	NA
PMGRC-180-178-1_LS4716300_SQ11959_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-180-178-1_LS4716300_SQ11959_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11959	GENCODEv41	2ee943e5b7d6936e37c998074db713d5	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-180-178-1_LS4716300_SQ11959_RNA.cram	NA	NA
