aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-536-534-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-536-534-3.cram	a6978565401b0dd86c3c38a3aabf7d13	NA	PMGRC-536-534-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-536-534-3.crai
PMGRC-537-534-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-537-534-1.cram	36891f1ac008de757a625a7b93b973d0	NA	PMGRC-537-534-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-537-534-1.crai
PMGRC-580-580-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-580-580-0.cram	305d7156d22f0aaff55db528addc3f59	NA	PMGRC-580-580-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-580-580-0.crai
PMGRC-581-580-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-581-580-2.cram	e7d699dc9398f4ca8c67e05e0eab54a9	NA	PMGRC-581-580-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-581-580-2.crai
PMGRC-582-580-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-582-580-1.cram	a633b3a59e75b990dd92988e536c581f	NA	PMGRC-582-580-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	47	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-582-580-1.crai
PMGRC-583-583-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-583-583-0.cram	c898f4ffcf10fff5f066297e5f529c9a	NA	PMGRC-583-583-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	30.2	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-583-583-0.crai
PMGRC-584-583-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-584-583-2.cram	9982065a6a55cd50f3355db7301a268d	NA	PMGRC-584-583-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-584-583-2.crai
PMGRC-585-583-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-585-583-1.cram	9320f22686091956d8aaa9ffa620c0fe	NA	PMGRC-585-583-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-585-583-1.crai
PMGRC-586-583-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-586-583-3.cram	93bb6af89ed46de91e53111c798b9b16	NA	PMGRC-586-583-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.2	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-586-583-3.crai
PMGRC-599-599-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-599-599-0.cram	5b9485684912c51078dfa6d86f450d56	NA	PMGRC-599-599-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	39.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-599-599-0.crai
PMGRC-600-599-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-600-599-2.cram	7e6fe213728860a9ae3972b9c57edbd9	NA	PMGRC-600-599-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-600-599-2.crai
PMGRC-601-599-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-601-599-1.cram	f7143affe2f71e98d99249805cd99a00	NA	PMGRC-601-599-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	30.5	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-601-599-1.crai
PMGRC-613-615-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-613-615-2.cram	b4ede7380440b5ed6b5228c9ca11635a	NA	PMGRC-613-615-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-613-615-2.crai
PMGRC-653-653-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-653-653-0.cram	b35563d50b4bf38d52d9b447e2e0f753	NA	PMGRC-653-653-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	47	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-653-653-0.crai
PMGRC-654-653-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-654-653-2.cram	4e5a27eaa6f58edd5f42d9afa59a30e9	NA	PMGRC-654-653-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-654-653-2.crai
PMGRC-655-287-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-655-287-2.cram	490b7c28b687190429f1a6d43369db35	NA	PMGRC-655-287-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-655-287-2.crai
PMGRC-664-664-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-664-664-0.cram	412aecff678eae6dae8cf290829bc7f0	NA	PMGRC-664-664-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-664-664-0.crai
PMGRC-668-668-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-668-668-0.cram	e45e94618b6b83526889c4f62a4d5624	NA	PMGRC-668-668-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-668-668-0.crai
PMGRC-669-668-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-669-668-2.cram	c2dedb76b063e0822b0a30051f7d99c2	NA	PMGRC-669-668-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	27.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-669-668-2.crai
PMGRC-675-675-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-675-675-0.cram	4af55b5f6170c8bd37551ef22696e36f	NA	PMGRC-675-675-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	29	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-675-675-0.crai
PMGRC-688-690-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-688-690-2.cram	4d8392d808af126a0e4a611b2fe6ba41	NA	PMGRC-688-690-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-688-690-2.crai
PMGRC-689-690-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-689-690-1.cram	c4b0b27b0add66783733f3f6dce38214	NA	PMGRC-689-690-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-689-690-1.crai
PMGRC-690-690-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-690-690-0.cram	200dc6d326ea8c0bc5e4ebc96109d740	NA	PMGRC-690-690-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	36.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-690-690-0.crai
PMGRC-705-706-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-705-706-1.cram	9c194a272148ea166ed1ad374c59b1f5	NA	PMGRC-705-706-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	33.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-705-706-1.crai
PMGRC-706-706-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-706-706-0.cram	584d375d57153ad2f6551dc6e048f44e	NA	PMGRC-706-706-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	53.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-706-706-0.crai
PMGRC-707-706-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-707-706-2.cram	cef3d6235757e42f2bbd4f55b13d96b5	NA	PMGRC-707-706-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	53.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-707-706-2.crai
PMGRC-708-710-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-708-710-2.cram	c524d9dd7cde9a1e7978c2d059506ed8	NA	PMGRC-708-710-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	32.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-708-710-2.crai
PMGRC-709-710-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-709-710-1.cram	60ed1a71d6339eb547db397b9097035b	NA	PMGRC-709-710-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	47.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-709-710-1.crai
PMGRC-710-710-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-710-710-0.cram	96702d16ca85a97bfae1ea89ae0d5294	NA	PMGRC-710-710-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-710-710-0.crai
PMGRC-718-718-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-718-718-0.cram	8c30d4f6c74ca93fa46e5255a8be5222	NA	PMGRC-718-718-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	52.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-718-718-0.crai
PMGRC-724-668-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-724-668-1.cram	7d2063bc8961d927a6b2381326ad9592	NA	PMGRC-724-668-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-724-668-1.crai
PMGRC-729-729-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-729-729-0.cram	abf4551f31d9106f98e5468603579aea	NA	PMGRC-729-729-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	27.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-729-729-0.crai
PMGRC-753-753-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-753-753-0.cram	41321f2c3db06a93a3b23e9f2fd88c80	NA	PMGRC-753-753-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	33.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-753-753-0.crai
PMGRC-754-753-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-754-753-2.cram	4573f3eca71051acbb0dbb15e25e0407	NA	PMGRC-754-753-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	36.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-754-753-2.crai
